input_text,target_text
"Youssra : w ila majatch bent w kano ghir lewlad", "يسرى : والى مجاتش بنت وكانو غير الولاد"
"Youssef : li bghaha llah hiya hadik a benti gha tand7ko w safi", "يوسف : الي بغاها الله هي هاديك ابنتي غا تنضحكو وصافي"
"matemchi ghir fin mchakk llah ... lmohim twled bikhir w 3la khir", "متمشي غير فين مشاك الله ...المهم تولد بيخير وعلى خير"
"daz lwe9t w hebto lqawhoum mjemm3in 7aaawel ma amkan b3id 3la drari", "داز الوقت وهبطو لقاوهم مجمعين حاااول ما امكن بعيد على دراري"
"bqaw mjemm3in w kayhedro bleghouhoum b 9ararhoum b l3e9d lakin l3ers 7ta twled Yamna", "بقاو مجمعين ويهضرو بلغوهم بقرارهم بالعقد لكن العرس حتى تولد يامنة"
"mn be3dha telqat zaghrouta mn lsan mert khalha w zadet tanya w talta", "من بعدها طلقت زغروتة من لسان مرت خالها وزادت تانية وثالثة"
"bareko lihoum w nado sellemo 3la walidihoum ... 7ta wsel Youssef l Fouad", "باركو ليهم وناضو سلمو على واليديهم ...حتى وصل يوسف لفؤاد"
"Youssef 7ader 3inih 7eddo sellem 3lih b 3inaq akhawi rajoul tebteb lih 3la ketfo : khouya", "يوسف حادر عينيه حدو سلم عليه بعناق اخوي رجول طبطب ليه على كتفو : خويا"
"Fouad khebet lih 3la ketfo 9bel mayghres sba3o fih m9erreb lih w 9ayel", "فؤاد خبط ليه على كتفو قبل ميغرس صباعو فيه مقرب ليه وقايل"
"mabrouk maderti ... llah ykemmel b lkhir ... 7edder 3e9lek w 7edder 3e9lek w 7edder 3e9lek a Youssef", "مبروك مدرتي ...الله يكمل بالخير ...حضر عقلك وحضر عقلك وحضر عقلك ايوسف"
"wzen klamak w 3ref ma3nah 9bel matnetqo la bghiti t7emmel mas2oulitek", "وزن كلامك وعرف معناه قبل متنطقو لا بغيتي تحمل مسؤليتك"
"7ta lhedra lmawzouna rah tenf3ek f 7yatek m3a nass ... tfahomna", "حتى الهضرة الموزونة راه تنفعك فحياتك مع ناس ...تفاهمنا"
"3awed berrek 3lih ta 3sser Youssef 3inih mn l alam", "عاود برك عليه تا عصر يوسف عينيه من الالم"
"Youssef : 3aref a khoya ... sme7 liya", "يوسف : عارف اخويا ...سمح ليا"
"Fouad 7en7en w rfe3 sawto mghlldo : 7ajtek la bghitiha goulha b l9a3ida w tleb 7ajtek b l idn", "فؤاد حنحن ورفع صوته مغلضو : حاجتك لا بغيتيها قولها بالقاعدة وطلب حاجتك بالاذن"
"3ersek hada makayn li yemne3k mn fer7tek a Youssef", "عرسك هذا مكاين الي يمنعك من فرحتك ايوسف"
"twled merti b salama w ndiro 3ersek m3a l3aqiqa w maykoun ghir khatrek b li bghiti", "تولد مرتي بسلامة ونديرو عرسك مع العقيقة وميكون غير خاطرك بالي بغيتي"
"f had ll7da machi Youssef li neggez laaaa neggez Souhayb", "فهاد اللحضة ماشي يوسف الي نقز لاااا نقز صهيب"
"li Youssef ila ferrecha lssano Souhayb ytbez liha l3in w hatak stelim enta ba2a", "الي يوسف الى فرشها لسانو صهيب يطبز ليها العين وهاتك استلم انت بقا"
"Souhayb : dkhalt 3lik b rreb ljalil a Fouaaad ...", "صهيب : دخلت عليك بالرب الجليل افؤاااد ..."
"Ilyas tani serfeq wejho ma7ilto yfre7 wla yetfeqess slouka l a7asis tkherbqo hhhh : iwa ya Hmiddd", "الياس تاني صرفق وجهو محيلتو يفرح ولا يتفقص سلوكة الاحاسيس تخربقو هههه : ايوى يا حمييييييييد"
