La première fois,البريمير فوا
koulchi,كلشي
makayn,ماكاين
ma7sen,ماحسن
l,ل
iktimal,الاكمال
f,فال
lkerch,الكرش
a7sen,أحسن
l7adina,الحاضنة
ya3ni,يعني
a,ايوسف
ghandiro,غانديرو
l,لاكت
l3ers,العرس
n2ajjlouh,ناجلوه
chwi,شوي
binama,بينما
nadedt,ناضت
3la,على
khir,خير
7it,حيث
ghatberzetni,غاتبرزطني
m3aha,معاها
bi7okm,بحكم
ana,انا
doctora,دكتورة
dyalha,ديالها
mtb3a,متبعا
wa3edtha,واعدتها
n7afed,نحافض
liha,ليها
3la,على
weldha,ولدها
wa3d,ووعد
l7orr,الحر
dayn,دين
3lih,عليه
baqi,باقي
sghira,صغيرة
bzaf,بزاف
hadchi,هادشي
wakha,وخا
3ndha,عندها
rah,راه
raha,راها
ghir,غير
mkabra,مكابرة
w,و
safi,صافي
amma,اما
mkrefsa,مكرفصة
Youssef,يوسف
ghadi,غادي
t3eddeb,تعذب
f,ف
lwilada,الولادة
Youssra,يسرى
ghandir,غاندير
كتر,كتر
mn,من
jehdi,جهدي
inchaallah,ان شاء الله
sahla,ساهمة
li,الي
khayfin,خايفين
mnno,منو
mabghinahach,مبغيناهاش
twled,تولد
9bel,قبل
tase3,تاسع
idtirabat,اضطرابات
hhhh,هههه
lmochkila,المشكيلة
aslan,اصلا
had,هاد
l7mel,الحمل
f,فشكل
dak,داك
lwalid,الوليد
chad,شاد
fiha,فيها
tahou,تاهو
mamfakch,ممفاكش
Youssef,يوسف
lbatal,البطل
dyal,ديال
3ammo,عمو
hadak,هذاك
yched,يشد
bzez,بزز
mn,من
waldih,والديه
ila,الى
mached,مشد
cheddat,شدة
l3ma,العما
f,فضلمة
delma,ضلمة
madmerch,مدمرش
w,و
makafa7ch,مكافحش
ma3tamedch,ماعتامدش
3la,على
raso,راسو
ma7arebch,محاربش
makanch,ومكانش
chdid,شديد
rajel,راجل
y7elfo,يحلفو
bih,به
rjal,رجال
rah,راه
la,لا
3alaqa,علاقة
laho,له
b,بال
al,ال
Ramsis,رمسيس
a77,احح
weldna,ولدنا
bniya,بنية
nzowejha,نجوجها
l,لوالديه
bwah,بوه
wakhaaa,وخااا
daba,دابا
t9al,تقال
l,لفؤاد
Youssra,يسرى
majatch,مجاتش
bent,بنت
kano,وكانو
ghir,غير
lewlad,الولاد
li,الي
bghaha,بغاها
llah,الله
hiya,هي
hadik,هاديك
a,ابنتي
benti,ابنتي
gha,غا
tand7ko,تنضحكو
safi,وصافي
matemchi,متمشي
fin,فين
mchakk,مشاك
lmohim,المهم
twled,تولد
bikhir,بيخير
3la,وعلى
khir,خير
daz,داز
lwe9t,الوقت
hebto,وهبطو
lqawhoum,لقاوهم
mjemm3in,مجمعين
7aaawel,حاااول
ma,ما
amkan,امكن
3la,بعيد
drari,دراري
bqaw,بقاو
mjemm3in,مجمعين
kayhedro,يهضرو
bleghouhoum,بلغوهم
9ararhoum,قرارهم
l3e9d,بالعقد
l3ers,العرس
Yamna,يامنة
mn,من
be3dha,بعدها
telqat,طلقت
zaghrouta,زغروتة
lsan,لسان
mert,مرت
khalha,خالها
tanya,تانية
talta,ثالثة
bareko,باركو
lihoum,ليهم
nado,ناضو
sellemo,سلمو
walidihoum,واليديهم
Youssef,يوسف
l,لفؤاد
7ader,حادر
3inih,عينيه
7eddo,حدو
sellem,سلم
3lih,عليه
3inaq,عناق
akhawi,اخوي
rajoul,رجول
tebteb,طبطب
ketfo,كتفو
khouya,خويا
Fouad,فؤاد
khebet,خبط
9bel,قبل
mayghres,ميغرس
sba3o,صباعو
fih,فيه
m9erreb,مقرب
9ayel,قايل
mabrouk,مبروك
maderti,مدرتي
llah,الله
ykemmel,يكمل
lkhir,بالخير
7edder,حضر
3e9lek,عقلك
a,ايوسف
wzen,وزن
klamak,كلامك
3ref,وعرف
ma3nah,معناه
matnetqo,متطقو
la,لا
bghiti,بغيتي
t7emmel,تحمل
mas2oulitek,مسؤليتك
7ta,حتى
lhedra,الهضرة
mawzouna,الموزونة
rah,راه
tenf3ek,تنفعك
7yatek,حياتك
nass,ناس
tfahomna,تفاهمنا
3awed,عاود
berrek,برك
3lih,عليه
3sser,عصر
Youssef,يوسف
3inih,عينيه
mn,من
l,ال
alam,الالم
3aref,عارف
a,اخويا
khoya,اخويا
sme7,سمح
liya,ليا
Fouad,فؤاد
7en7en,حنحن
w,و
rfe3,رفع
sawto,صوته
mghlldo,مغلضو
7ajtek,حاجتك
la,لا
bghitiha,بغيتيها
goulha,قولها
b,بالقاعدة
l9a3ida,بالقاعدة
teleb,طلب
b,بالاذن
l,الاذن
3ersek,عرسك
hada,هذا
makayn,مكاين
li,الي
yemne3k,يمنعك
fer7tek,فرحتك
a,ايوسف
Youssef,ايوسف
twled,تولد
merti,مرتي
b,بسلامة
salama,بسلامة
ndiro,نديرو
m3a,مع
l3aqiqa,العقيقة
w,وميكون
maykoun,وميكون
ghir,غير
khatrek,خاطرك
b,بالي
bghiti,بغيتي
f,فهاد
had,فهاد
ll7da,اللحضة
machi,ماشي
neggez,نقز
laaaa,لاااا
Souhayb,صهيب
ila,الى
ferrecha,فرشها
lssano,لسانو
ytbez,يطبز
liha,ليها
l3in,العين
w,وهاتك
hatak,هاتك
stelim,استلم
enta,انت
ba2a,بقا
dkhalt,دخلت
3lik,عليك
b,بالرب
rreb,الرب
ljalil,الجليل
Fouaaad,افؤاااد
Ilyas,الياس
tani,تاني
serfeq,صرفق
wejho,وجهو
ma7ilto,محيلتو
yfre7,يفرح
wla,ولا
yetfeqess,يتفقص
slouka,سلوكة
l,ال
a7asis,احاسيس
tkherbqo,تخربقو
hhhh,هههه
iwa,ايوى
ya,يا
Hmiddd,حمييييييييد
